"species_orig","species","comm_name","major_group","isscaap","genus_food_name","calcium_mg","calories_kcal","carbohydrates_g","copper_mg","dietary_fiber_g","fat_g","folate_mcg","iron_mg","magnesium_mg","monounsaturated_fatty_acids_g","niacin_mg","phosphorus_mg","polyunsaturated_fatty_acids_g","potassium_mg","protein_g","riboflavin_mg","saturated_fatty_acids_g","sodium_mg","thiamin_mg","vitamin_a_mcg_rae","vitamin_b6_mg","vitamin_c_mg","zinc_mg"
"Lepidopus caudatus","Lepidopus caudatus","Silver scabbardfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lepidorhombus boscii","Lepidorhombus boscii","Four-spot megrim","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lepidorhynchus denticulatus","Lepidorhynchus denticulatus","Thorntooth grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lethrinus atlanticus","Lethrinus atlanticus","Atlantic emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus borbonicus","Lethrinus borbonicus","Snubnose emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus harak","Lethrinus harak","Thumbprint emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus lentjan","Lethrinus lentjan","Pink ear emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus mahsena","Lethrinus mahsena","Sky emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus microdon","Lethrinus microdon","Smalltooth emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus nebulosus","Lethrinus nebulosus","Spangled emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus obsoletus","Lethrinus obsoletus","Orange-striped emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lethrinus xanthochilus","Lethrinus xanthochilus","Yellowlip emperor","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lichia amia","Lichia amia","Leerfish","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Limanda aspera","Limanda aspera","Yellowfin sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Limanda ferruginea","Limanda ferruginea","Yellowtail flounder","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Limanda limanda","Limanda limanda","Common dab","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lithognathus mormyrus","Lithognathus mormyrus","Sand steenbras","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Littorina littorea","Littorina littorea","Common periwinkle","Mollusca","Abalones, winkles, conchs","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Liza aurata","Chelon auratus","Golden grey mullet","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Liza saliens","Chelon saliens","Leaping mullet","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Loligo vulgaris","Loligo vulgaris","European squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"Lophius americanus","Lophius americanus","American angler","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lophius budegassa","Lophius budegassa","Blackbellied angler","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lophius gastrophysus","Lophius gastrophysus","Blackfin goosefish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lophius piscatorius","Lophius piscatorius","Angler(=Monk)","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lophius vomerinus","Lophius vomerinus","Devil anglerfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lopholatilus chamaeleonticeps","Lopholatilus chamaeleonticeps","Great Northern tilefish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lutjanus analis","Lutjanus analis","Mutton snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus argentimaculatus","Lutjanus argentimaculatus","Mangrove red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus argentiventris","Lutjanus argentiventris","Yellow snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus bohar","Lutjanus bohar","Two-spot red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus buccanella","Lutjanus buccanella","Blackfin snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus campechanus","Lutjanus campechanus","Northern red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus cyanopterus","Lutjanus cyanopterus","Cubera snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Acanthocybium solandri","Acanthocybium solandri","Wahoo","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Lutjanus gibbus","Lutjanus gibbus","Humpback red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus griseus","Lutjanus griseus","Grey snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus guttatus","Lutjanus guttatus","Spotted rose snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Lutjanus johnii","Lutjanus johnii","John's snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus kasmira","Lutjanus kasmira","Common bluestripe snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus malabaricus","Lutjanus malabaricus","Malabar blood snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus peru","Lutjanus peru","Pacific red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus purpureus","Lutjanus purpureus","Southern red snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus quinquelineatus","Lutjanus quinquelineatus","Five-lined snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus synagris","Lutjanus synagris","Lane snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lutjanus vivanus","Lutjanus vivanus","Silk snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Macrodon ancylodon","Macrodon ancylodon","King weakfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Macrourus berglax","Macrourus berglax","Roughhead grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Macrourus carinatus","Macrourus carinatus","Ridge scaled rattail","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Macrourus whitsoni","Macrourus whitsoni","Whitson's grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Macruronus magellanicus","Macruronus magellanicus","Patagonian grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Macruronus novaezelandiae","Macruronus novaezelandiae","Blue grenadier","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Maja squinado","Maja squinado","Spinous spider crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Makaira nigricans","Makaira nigricans","Blue marlin","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Malacanthus plumieri","Malacanthus plumieri","Sand tilefish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Mallotus villosus","Mallotus villosus","Capelin","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Anoplopoma fimbria","Anoplopoma fimbria","Sablefish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Megalaspis cordyla","Megalaspis cordyla","Torpedo scad","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Megalops atlanticus","Megalops atlanticus","Tarpon","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Megalops cyprinoides","Megalops cyprinoides","Indo-Pacific tarpon","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Mene maculata","Mene maculata","Moonfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Menidia menidia","Menidia menidia","Atlantic silverside","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Menippe mercenaria","Menippe mercenaria","Black stone crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Menticirrhus littoralis","Menticirrhus littoralis","Gulf kingcroaker","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Menticirrhus saxatilis","Menticirrhus saxatilis","Northern kingfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Mercenaria mercenaria","Mercenaria mercenaria","Northern quahog(=Hard clam)","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Merlangius merlangus","Merlangius merlangus","Whiting","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius albidus","Merluccius albidus","Offshore silver hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius australis","Merluccius australis","Southern hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius bilinearis","Merluccius bilinearis","Silver hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius capensis","Merluccius capensis","Shallow-water Cape hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius hubbsi","Merluccius hubbsi","Argentine hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius merluccius","Merluccius merluccius","European hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius paradoxus","Merluccius paradoxus","Deep-water Cape hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius polli","Merluccius polli","Benguela hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius productus","Merluccius productus","North Pacific hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Merluccius senegalensis","Merluccius senegalensis","Senegalese hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Metanephrops challengeri","Metanephrops challengeri","New Zealand lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Metapenaeus joyneri","Metapenaeus joyneri","Shiba shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Metapenaeus monoceros","Metapenaeus monoceros","Speckled shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Meuschenia scaber","Meuschenia scaber","Velvet leatherjacket","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Moolgarda seheli","Crenimugil seheli","Bluespot mullet","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Nemadactylus bergi","Nemadactylus bergi","Castaneta","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Ommastrephes bartramii","Ommastrephes bartramii","Neon flying squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"Parophrys vetulus","Parophrys vetulus","English sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Pegusa lascaris","Pegusa lascaris","Sand sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Pleuronectes quadrituberculatus","Pleuronectes quadrituberculatus","Alaska plaice","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Pseudopleuronectes herzensteini","Pseudopleuronectes herzensteini","Yellow striped flounder","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Ariomma indicum","Ariomma indicum","Indian driftfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Sagmariasus verreauxi","Sagmariasus verreauxi","Green rock lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Scophthalmus maximus","Scophthalmus maximus","Turbot","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Tegillarca granosa","Tegillarca granosa","Blood cockle","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Trachysalambria curvirostris","Trachysalambria curvirostris","Southern rough shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Trigloporus lastoviza","Chelidonichthys lastoviza","Streaked gurnard","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Zenopsis nebulosa","Zenopsis nebulosa","Mirror dory","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Balistes capriscus","Balistes capriscus","Grey triggerfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Chelidonichthys cuculus","Chelidonichthys cuculus","Red gurnard","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Conger orbignianus","Conger orbignianus","Argentine conger","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Dipturus batis","Dipturus batis","Blue skate","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Dipturus oxyrinchus","Dipturus oxyrinchus","Longnosed skate","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Doryteuthis pealeii","Doryteuthis pealeii","Longfin squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
